prod_id,summ_1,summ_2,summ_3,comments
B008B92GJU,This is an inexpensive phone case and doesn't fit many phones. It provides light protection and is easy to put on and take off. It can make it difficult to access the buttons on the phone.,it does not fit well with certain models and there is issues with volume button being tough to press,"the product is affordable, but it does not arrive in the correct measures. the material is not sturdy and comes off the phone easily.",
B008HPAHDU,this phone case is pretty good in look and the silicon material also in good quality however some times they sent different colour of the product.,a phone cover made of silicon for the galaxy. it can fit a bit loosely but has a variety of colors.,A silicone based protector for your phone. It comes in assorted colors and is thick so it will absorb a shock from a drop.,
B008OSES58,"the case fits the phone nicely, it is pleasing aesthetically and easily affordable for most people. it has a magnetic look and the cover flip-up is very functional.","customers love the product, but it has minor inconvenient features, so the product gets some backlash","This is a red imitation leather Iphone 5 protective case. The cover flips open and is held closed by a magnet. The cover makes taking pictures a bit more difficult, but a nice case overall for the money.",
B008SA15KI,"a book written by james finn garner which uses sarcasm to take a look at conservative values and the current tea party. garner takes a look at tea party beliefs and values, while interjecting his version of humor.",the book is mostly for tea party followers and not for childrens to read.,the short story is funny. it talks about the tea party and makes fun of conservative values. it is not meant for children.,special case
B008UR3L6A,"this is a very short, romance novel about a werewolf and the woman he pursues. although this book seems promising, a lot of graphic scenes and mature content may put some readers off.","This story was too short; it seemed as though the author didn't put much thought or time into it. It seemed silly and over the top to add all of the sexual innuendo to the plot line, and some parts were straight up hard to read.",fast and sexy romance story to read. hope it has more volumes in the series. the sex scene can be to graphic for some people.,
B008ZCO1QY,The case looks was nice. Grip of the case is one of issue and The corner is likely to come up with frequent trouble. But  i will protect our mobile as well.,"the case is beautiful, it fits well, it is easy to handle, but it is fragile, after a while it starts to crack in the corners. it's a good case to protect against scratches but not drops.","it is a good case, fits well and is beautiful, besides having a low cost, but the material is fragile and not durable, nor does it protect well against drops.",
B0091V9BPE,"book has mixed reviews, as some enjoyed the bdsm content and writing style, and others did not.","this short, erotic book is a first in a series. the ending of this one will leave you wanting more. the characters are well-written and there is an interesting blend of billionaires and the paranormal.","the book has a good plot and interesting characters, but the story is too short, and it is necessary to wait for a sequel.",
B0098FKJXQ,overall is a pretty quality case with good functionality. it feels a bit stiff but it does a fantastic job at protecting an iphone and it's built to last. the biggest flaw is that it can be a bit hard to push the top button.,Some buttons may require extra but reasonable pressure to push. Overall good value for the price after a short adjustment period to the new case shape and design.,"This is a fairly standard and inexpensive iPhone case. There are some flaws in the design (the top button is hard to push) and the materials it's made from have a cheaper feel. Overall, this case will fit your phone and work as intended.",2 disagreements
B009E5VHOK,this is a teaser with a short excerpt  and a what's soon to come of the next book. for the walking dead fan.,"it is a good short book, easy to read, but the story is very short.",a book which gives insight to the governor from the walking dead. it is fast paced but can also be a bit short.,
B009GSWUNM,"The stories about amish life and the amish recipes are enjoyable, although they do seem to have a lot of spelling and grammer mistakes.",a book set about amish life. has some grammar as well as spelling issues. can be a bit hard to understand because it jumps all over the place.,"this is a book for anyone interested in reading about amish life. it might have some controversial takes that may offend some readers, particularly about sexual assault and rape.",
B009HJUQ7M,the case is thick and rounded edge. it is very comfortable fit for the phone. the color of the case is very attractive and pretty great quality. also value for money to buy the product.,"most people are slightly disappointed in the product, it appears that coloring is not consistent and the texture is a bit off. delivery is good, fits iphone just fine, price point is great, polka dots are likeable.",this phone case is durable and very tough. it is a great beaming color that i love. it fits the phone perfectly with no extra wiggle room.,2 disagreements
B009JAE7NS,"The phone case is inexpensive and priced correctly. While it may be an aesthetically-pleasing design, the materials are not durable. Some of the pearls are glued on and may come off at any moment. Moreover, the white lace tends to pick up dirt easily.","it's cute, simple and cheap, but the material is not of good quality, the lace comes off easily and the pearls have already fallen out.",Good looking item but poor quality. Objects on the item are not glued down well and come off. Gets dirty quick and does not offer good protection.,
B009T75ZNC,"the case fits the phone well and offers a nice grip, but is softer then would be expected and the color is a different shade of pink than advertised.","Overall the reviews are mixed with most people enjoying the case. Some users comment about the color not being correct, but overall most users enjoy the fit and grip the case provides.","The case was not the same color as depicted in the image, it shows Hot Pink but is more lighter than the image displays. The case fits over the phone but the material used in this case is very flimsy. I did not like how the case is not snugged to the phone, it has wiggle room which makes me believe that the phone will fall out of the case or cover some of the screen which causes problems with some phone sensors. The price for this case was not worth it for what you get. Unless you can find this case for a discount price. Otherwise you should look for other cases that will fit your phone better.",
B009VY2QOE,"out of 15 reviews , only 3 positive review as came . rest of the reviews about the product size and weight of the i phone .rest of the review tells about the demerits of the product",Reviews mentioned about Apple iPhone case and arm band. Reviews were in mixed contents about good and bad impressions by customers. Phone case is mentioned for Apple iPhone.,This armband is mostly fit for holding many models of iPhone. Fastening and the length of the Velcro is not correctly matched with all sizes of arm.,
B009X78DKU,this case seems fine and cheap. worth for the cost. clearly fits to my phone. but it doesn't have nfc parts.,"for the price, it protects and fits the phone pretty well but it doesn't have nfc parts on the back",it is an inexpensive case for samsung device it is not the name brand and depending on the quality you get it could be good or it could be cheap and flimsy the quality varies so for the price you are paying for this it could be worth it if you do not mind the quality,
B009XL4J4U,the case does not fit your phone but it is a durable case.,The summary of the review of the phones case with blue in color and durability of 2 weeks with plastic wraps but it didnot fit comfortably . Price is too high,In general people say that the price is a good deal.  Most reviews express that the corners of the case do not fit right and have a tendency to come off.,
B009Y39ORY,an interesting phone case that lights up with response to the sound but it takes up the battery. a good product for the money and looks attractive.,i love the case. it is as advertised. and it lights up. it is cheaply made but colorful. you get what you pay for.,"The case does light up but only when turned on, not for example an incoming call.  The lights drain the phone battery quickly and the case is not as carefully constructed as some customers expected.",
B009YC0W3K,"Overall the reviews are mixed, with most users enjoying the look and feel of the case with some users noting they had broken parts or issues. Users note the case is very pretty, but can crack easily.",the case can be hit or miss. the quality is low end. the wood is dull looking. it likely won't last in the long term.,Most people are satisfied with this phone case but they also agree it is not as durable as others.  It will break if dropped so its best to do your best not to drop it as it may also damage your phone.,
B00A6SNTW2,"the product is a romance novel with some sexual content. many readers found it enjoyable, but nothing special. the sexual content turned off several of the readers.","Short stories and well-crafted prose in an erotic tale mixed with a sense of romance, simple to read and that caters to all audiences with a taste for mixed emotions.","these short stories provide entertaining erotic and romantic content to readers at a good value. while not long or detailed enough to develop plot or attachment to characters, the holiday stories serve as a decent read, especially considering the low price.",2 disagreements
B00AECQJ68,"The design and color of the case is appealing. The fit varies and is not reliable. If the fit matches, it is likely to get you compliments from others.","it's cheap, has a good design, but it can have size differences and the paint comes off easily.",The image and design is great for this price but there is issue with compatibility with some phones as it might not fit properly.,
B00AEEEUMQ,this is a large case with keyboard. it can feel a bit heavy. the keyboard functions well and the keys are not too loud. the case allows you to power off. it is packaged well and comes with charging cord.,"the phone keyboard is simple to use and makes typing easy, but the keys are louder than using the on screen keyboard and it makes the phone much thicker.",An attachable keyboard for the Samsung Galaxy s3 and similar models. Slides on the phone for another way to type. Has an attachable USB cable for charging. All you need to do is pair the keyboard to the phone before use.,
B00AGDLWYE,"this cat charm is very cute decoration for your phone. however, it seems to have problems with shipping and delivery, sometimes never showing up at all.",the dust plug was painted pretty. it goes well with thin cases. it is cheap and brittle and should last longer.,cute and functional charm which can take a while to ship. plastic piece that goes into headphone jack can break easily because of the cheap plastic.,
B00AJDBGME,the case stays on the phone well but the rhinestones are not secure on the case. the stones may fall off or become worn. it has an attractive design that gets attention.,this floral case is cute and easy to put on your phone. it stays on the phone well. the rhinestones are a nice accent though they may get loose.,"the case is well fit, quality of case is good, the price is affordable and the service is quick and on the time.",
B00AKQ082Y,"the book is very short, but, although it's not very well-written, the characters are great and the pornographic scenes are enticing.",a good hot erotic short story available for free in amazon. the story plays around only two main characters which is easy to follow the story. the story is very short and has typos. worth for the people who enjoys erotic stories.,All reviews told about particular story and about its content. Most reviews expressed as about hot and short story. And also about its author.,
B00ALAVS46,"the book has a vast world, with a diverse cast of secondary characters and a nice premise, but the main character is unrelatable and harsh, which makes it annoying to read.",This mythical book is fun to read. It was plot wise well written but punctuation and mythical facts are little off otherwise a great book.,this is a fantasy novel where the main character mistral is a warrior.  the story focuses more on her love life and her emotions surrounding it.  most people seem to think that mistral is emotionally immature.,
B00AMRSNTQ,"the case doesnot fit the phone perfectly and it is very loose , it dosent need effort to remove it","According to the review, this product was good and easy to use. But, some time the case doesn't fit to the phone correctly. Overall its worth to buy.","a cover that doesn't fit properly most of the time, but the quality is good overall.",
B00AT1GM3E,"A little book about the medium Theresa Caputo. Most readers, although they profess to love Ms. Caputo, thought the book was too short and did not contain enough new material. Overall, readers would have preferred a more in-depth book about the subject, something that would complement what they see on Ms. Caputo’s TV show.","this is a very short book about theresa caputo, the tv medium.  there is not much substance here and can be read in about 15 minutes.  although it gives some insight into her family life, it is just not well done.",the book lacks some information with few details. the book is not written by mrs. caputo.,
B00ATJC2GM,this watch seems to be a good value for the money deal.  some people have complained of the numbers and letters being too small to read.  others say they are happy with it while some say it broke quickly.,"This Product name: Watch. Most reviews gives positive comments...Good color, easy to handle, long battery life, fit with wrist, bluetooth facility good etc....Some review gives negative comments...I think this is combo of 2 watches someone's tells one is good, print pen size small cannot read text, low battery power, MP3 and bluetooth not working properly, delivery issues etc....Finally, this is good product.","The phone watch is unreliable and breaks easily after a short period of time. The price is good, but you will have to wait a long time for shipping. It looks like a better deal in the pictures than it really is.",
B00B04B0KY,the book is well written and has an original story. however it is short and it lacks important information.,"though the story is great to read, it should have been more to this.","a short, well written essay about grizzlies in alaska from the viewpoint of an animal rescue organization.",
B00B0VZSEG,"a series of short romantic stories. do not expect a long read, this book is better for a plane ride or to pass time.",this is a collection of story snippets from several different authors.  through this book you will get to read several different authors and decide whether the full book is for you or not.  a great way to explore new authors without having to purchase the entire book.,It was stories from different authors about romance. They were samples for larger works.,
B00B1FDWDK,this guide is helpful for finding new apps to use. it includes well-known apps as well as lesser known suggestions. the information is brief and concise. there are some links that do not work but the book saves you time finding apps on your own.,This book provides good assistance for finding new apps. Sample reads are provided as well as links. The information is concise and covers apps not widely known as well as apps that are more easy to find.,this is good for providing a variety of apps to people.  some people think that it is not necessary and that you can just look on your own to find the apps you need.  this can provide options of apps for people.,
B00B3FROF0,"the case has a fun aesthetic, looks nice on the phone and it's affordable. however, it comes off quite easily and the product is focused more on the aesthetic side than on the utility one.","the case is a good fit, but you may need to remove it to charge. the bow falls of quickly after getting it. the bow is plastic, but the case is rubber. it is not high quality.","this is a phone casing that is very good in design and is fashionable. it has a leopard print with a bow on it which go well together. it only has one problem, the bow gets off easily",
B00B3MSD2G,"a first book in a series that will continue to be released. a tale of an amish boy who deserts his amish lifestyle for the life of a biker. shorter than most books, this tale begins the plot that will be continued in future releases.",A compelling look into the Amish with a fictional tale. The serialized plot does get a bit annoyinh.,the book's plot doesn't have much depth and often there are many jumps which make the story confusing,
B00B84UZKW,"most reviewers found this book to be a quick and enjoyable read. many finished it quickly and would have liked it to be a little longer, adding more backstory and depth. it is part of a series and the author has published other books, as well.",Overall a good book. Those who enjoy a shorter read will like it even more. This is just one of several in the series.,"Overall the reviews are positive with users noting it was a great and enjoyable story. Some users report the story was too short, but overall still an enjoyable read.",
B00BFSM7YS,"as a follow-up to the vintage tea cup club, it's a quick and enjoyable read, but it feels like the ending comes too soon.","it is a short and fun book, and has good characters, but the story was not well developed.","A short book, and easy to understand. It does not require a lot of thought. This book is just a continuation of a previous book.",
B00BJ53ANY,"This story was not well written. Although the story manages to captivate the audience, the editing and writing style leave a bad impression on the reader.",a sad and gripping book about orphans and immigrants. interesting story but can be poorly written at parts.,"The story is pretty strong as a whole, but the writing itself can leave something to be desired at times. Sticking with it and finishing the book will be well worth the effort for readers",
B00BJRCM3Q,"This book is very useful reading for anyone intending to live in a foreign country for an extended time,  The author describes in detail her experience and her emotions during the year away from her home in Kansas.",the general consensus is that people like this book as it follow the adventures of a young lady in europe.  there are some complaints about the author being too whiny and complaining about travel.,This book is a way of describing one's travels abroad and the immense experiences he has had through it. Also this book will be useful for students to learn about different cultural practices,
B00BLV5GPG,"It is very short, but written well. It is understandable and applicable for real life. Everyone must give it a try.","a short book that gets to the point without getting bogged down, and with life's worthwhile advice.","This book is short and simple with common but useful knowledge in it that is helpful and worth being reminded of even if it is not news to you. It's affordable and while it does not go into depth, it is easy to read and very accessible.",
B00BP0EZ3M,this is a good story but there is a lot of profanity. it is fast-paced and includes elements of technology and sci-fi. there are some editing issues as it is self-published.,"the book might be bit childish with an alien theme,poor character development through words may give the impression of a novice writer.might be of interest for a star ship fan.",overall it is a decent story but there are too many profanities and there are some plot errors,
B00BQYE9H4,the phone case looks great on my phone. it is a cute design. it does a great job at protecting my phone.,"the phone case fits perfectly to the phone, however the product quality is poor because it didn't product the phone and there were shipping problems.","The reviews are hit and miss. While some reviewers sing it's praises, a significant number of reviewers point out how cheaply made the product its. There's complaints of failure of operating the buttons or even crack screens when the product is supposed to protect them.",2 disagreements
B00BWVIN9G,"the product received meets the description on the website and the operating instructions are clear, but it is not easy to do completely well and requires some technical skills that can easily lead to air bubbles being created in the sandwich. the overall protection is good, especially yo matte finish.",The matte protector works as it is designed for. Installation is bit complicated but it perfectly fits to the screen. The screen protector prevents any scratches and fingerprints on the screen. Has some flaws while installing like appearance of bubbles. Overall a good product for your screen.,"the product is functional, arrives as described and is pleasant aethetically. it comes at a low price but the instructions are a bit confusing therefore installation is not easy.",
B00BWYDQ36,This book is a collection of poems which are masterpieces. Majority of the poems are of Shakespeare.,this review is about a book which composed of poems. the first half seems to be unreadable or complicated to understand. but there are some good poems in the mix as well. and there is also some glitch in the e-book as well.,"it's a nice reference book, pleasant to read, and well-thought-out. however, some of the poems are hard to interpret.",
B00C0ZJ42S,"the case is well made and it's sturdy, it's waterproof, and arrives quickly. however, it sometimes stops the phone's microphone from working correctly.","The case is sturdy and heavy. It's great for protection but might not be great for daily use due to the weight, size, and functionality.",the case protects against water and dust. it makes the phone tougher. it comes with a lanyard too.,
B00C6NHLC4,"this is the love story of effie and jack. the story focuses on the main character, effie, and her daily struggles of a relationship. it takes the reader on a long discussion of her feelings in her self as well as her dealings with jack.",a love story that can get boring because of how long and detailed it is although it had a great plot and good character development.,"the book has a pleasant storyline, about romance and erotism. it's a detailed and quite long read. even though some characters have too much information, it is well written.",
B00C6OORDO,"This product will catch a lot of eyes and looks glamorous, however the phone case appears to be of poor quality material and the customer should handle it with care.","the case has a beautiful design for its price, but the color is not as vibrant as in the picture advertised and its plastic is brittle.",The case is plastic and might take longer than expected to ship. Colors tend to differ slightly than the pictures advertised online but it will elicit a lot of compliments from strangers.,
B00C74I9Z0,"a cute and stylish button made for phones although after extensive use, the button could fall off due to the cheap glue.",this home button sticker is cute. the button can cause siri to activate depending on how you hold your phone. the design is pretty and it looks like the picture. the sticker is raised in case you keep your phone in your pocket.,the product is stylish and looks nice on the phone. it is resistant but sometimes it falls off and it's hard to glue back on.,
B00C9TRH7E,"though most of the information is unverified or unverifiable, this story contains details about icons of the old west. the material is very short and probably won't satisfy someone looking for a deep dive into the people described in the work.",this is an old western biography about a dancer named josephine marcus. there are a lot of information regarding the time period and the kind of person she is.,"Enjoyed it, but it should have been a little longer. Worth for the money, I am looking forward for more like this.",
B00CAE71L0,"This book is for those who are not tech savvy. If you are looking for simple ways to cut cable, this may be a good starting point. It is not for those who have already researched the topic.","this book offers suggestions for ways to save on cable costs.  it is more for a beginner who has no knowledge of the steps to take.  if you can read beyond the editing mistakes, it will be a good start for the beginner.  those with more experience would be better served elsewhere.",this book is a helpful guide for saving money on your cable bill. it compares providers and provides tips for lower bills or cutting cable. basic information on streaming services is reviewed.,
B00CINM2YE,"the product has a nice quality and it's affordable. however, it's focused on the aesthetic more than the quality of it.",The material of the armband does not have good stretch to be adjustable. It is best for larger people. There are vented sides for comfort. The screen cover can bend due to poor fit.,The Vktech Sport Armband is generally well received by users but if your phone is not compatible with the size you will have issues. It can also fit too snugly on your arm so it's best to be aware of whether it will fit your arm and phone before purchasing.,
B00CKW2V3A,looks great makes iphone more good looking like note and real leather feel look great for office and works professional kind long last quality shines well strong sturdy and smooth. the only drawback is phone slides out the makers should take care for the next time and corners getting tear so soon,"The product is generally good and satisfies user expectations to a large extent. It has amazing features like the size and design. Users expressed their satisfaction with the product. However, some users expressed their reservations with product. Some customers appeared to have some difficulty while using the product.",the case allows you to carry your credit cards and use your phone while in the case. the phone may need to be moved back into the best position for texting. it is a bit bulky but you can fit whatever you need and it will still close.,
B00CU8OK88,"the case is thin and has a nice color. the fit is poor, coming loose or not fitting buttons and cameras on the phone properly.",the case tends to be a little loose and ill-fitting and does not provide the protection consumers are looking for.,the phone case looks good and fits perfectly to the phone. the case is made of good material and has shiny finish. it is also available in different colors and aids protection to the phone.,2 disagreements
B00CWL34IK,"It usually fits the phone if the phone is without a case, but with the case the fitting tends to be too tight.",the socket is usually tight on the phone and you will have to take the cover off your phone to make it work.,"this car support is difficult to fit, providing an extra difficulty to be placed on it, however, when removing the protective cover, it fits more easily.",
B00CY0MAJ8,"the item arrives as described, it's well made and has a quick delivery. however it sometimes present mechanism problems.","Good product, Delivered in time. Worth for price. Design was great. The product was too thick  and not handle easily.",good design but can be hard to use. works just like it describes. can be problematic when you only want a part of the cord out.,
B00D1PGELA,The lenses perform correctly if used with a tripod or a steady hand.  Allows the user to see things that are far away.  There is some difficulty to keep them attached to a phone and the materials are low quality.,"this clip on telephoto lens attaches to your phone for taking close up photos. it can be difficult to get it in the right position but using a tripod can help with this. there are zoom, fish-eye and wide angle lens features.","item does not always arrive with all the pieces. the zoom and focus is good, but its difficult to use, as it breaks easily. some features work best with a tripod. does not work well with a phone case on.",
B00DD5UYOG,"the protection offered by the case adequately provides protection in the event of a drop. the charging feature of the battery pack part of the case will boost your battery to almost full and hold the charge, however uses a usb and not a traditional iphone port. there are some issues with the back portion of the case as sometimes the design tends to start to loosen fairly quickly. customer service seems hit or miss",the case works well and charges well also.  the color is not matching and the case is coming apart and not working after a short while.,The product may have some build quality issues. User experience not tailored to user.,2 disagreements
B00DD6ICX0,"the case is sleek and looks good, and the quality is good. if you charge the battery often, then the case will not last long. using different chargers also leads to wear. trying to get different chargers to fit around the case is inconvenient.","The case is solid for the amount of time that it works. However, it has shown a tendency to have flimsy features and therefore cannot be relied upon to last for a great deal of time.","The protective spigen case ""strip"" looks attractive, Its replacement frames work perfectly. However, its frame is broken within three months .",
B00DGXS9VK,a short book about the atkins diet which can help you lose weight. it also provides a grocery list of all the things you need to buy to get started.,"This is a lightweight and very basic primer for the Atkins diet, covering all the bases and giving you the knowledge you need to know to get started. It's a bit short, without going into too many details or getting weighed down with hefty analysis or recommendations.",This book provides a solid overview of the basic principles of the Atkins Diet and how to eat accordingly. It's a concise and to-the-point introduction that will also offer tips and tricks for how to stay consistent to maximize results with this new lifestyle.,
B00DKHJZUQ,The book has a few interesting parts but overall it is poorly written and doesn't describe the military scene very well.,"this is a military romance with a good storyline and lots of good ideas. there are some factual errors, and the story suffers from trying to do too much. it would benefit from better editing and fact checking, but i am interested to see where the author goes in the future.","most of review is so bad and authors story line as few glitches and not well developed, story is very slow and not enjoyable by viewers. story about seals and ops need to be told very detailly to know about them. too many grammatical and spelling mistake in few chapter seems editor of book not done properly.",
B00DYJ0ZNG,"The case fits perfectly for the Samsung GALAXY S4 Active. Its surface has nice texture to touch, but does not have magnet to keep closed.","most of the time it fits your phone well, but in a few cases it may last less well and not fit your phone well enough to start falling apart.",the wallet cum phone case for samsung galaxy s4. it is made of plastic and and protects the phone well but the case is slightly bigger than expected as it adds extra volume. the product has nice structure and does its purpose.,
B00DZG2XK6,"this is a very cute case, however the quality is not the best. the ears, tails and fur are not very durable and fall off easily.","Summarily, the case is great. It fulfill its objective functions and satisfy the customer needs. Nonetheless, the company needs to address and dress a number of issues. First, the delivery needs to be prompt and efficient (on time). Second, it needs to address the issue of the parts of the case falling off when the customer is using the item. Otherwise, the case is overly great.","While this phone case is generally considered to be a cute product, there have been as many complaints about the durability and materials it's made of. It seems to not be very practical but with the unique looks it balances out.",
B00E6AQ96Y,"The MyBand is made to house a phone and other small items on your arm. While it's convenient and comfortable, it may be bulky for some. The fabric itself is inexpensive and thick. Also, there tends to be some manufacturing defects that cause the band to easily break.",the myband is a sturdy armband to hold your iphone while on the move. it can be machine washed. it is made of sturdy material but can feel hot. there is a pocket for credit cards or keys. it comes in only one size and color.,"the myband is worn on the wrist while exercising such as walking, running, jogging, and biking. it's perfect for holding your phone, and any small important items. however, it's not a good value. it's fabric is not great quality and only comes in black. it takes a while to dry.",
B00ECN4PWA,"it's a good book, it has a great story, but it has many typos that made it confusing to read.",a series about the amish community and it's way of life. very well written and has a lot to do with family. there are also some grammatical mistakes in there.,good story out of the book series. a lot of mistakes in this story-line with character mix ups and grammar errors. this ending was disappointing after reading the other books in the series.,
B00ECUG9TA,"Overall, a decent read with some errors. Simple for the right type of person who enjoys these types of books.",good book and enjoyed reading it about the food however it needs lots of effort to understanding,"The book is an interesting story about a chocolate shop owner that becomes wrapped-up in a murder investigation. Although, there are many errors with the editing including grammar, punctuation, and continuity. Still, it's a fun read with a mixture of characters.",
B00EDYL3FU,the storyline is great but it is a short story. a second part of this book is needed.,"the book is very short but the story is well written and detailed, as well as an emotional ending.","although the book is very short and the story doesn't expand much, it has a good plot and details.",
B00EE7213E,"a screen with a little difficulty when installing it, in some cases after a few months it stops working.",sometimes arrives broken and does not work. it is best to make sure it works before using. screen works best on certain products. does not look very attractive.,"in the initial stage, the screen was fitted and worked well. there is a problem with the reliability of the screen - it is easily damaged and the touch screen is not working properly. also, the tool kit for open cell phones is of poor quality.",
B00EHSUFD8,"the story of the book is good, fun and short, but there are many typos that make it difficult to read.",wonderful and exciting book. lot of interesting characters. the book is captures the readers attention. totally story was nice. but many grammatical and words errors in this book.,this book has a good story and interesting to read however some grammatical and typo errors reduced this book ratings.,2 disagreements
B00FCNKTPQ,"this book has an attractive romantic story and captivating characters, however the grammatical errors are very annoying making the book difficult to understand.","The most commonly cited issue with this book were an apparent abundance of grammar errors. While acknoledging the book was free, more than one reviewer claimed the lack of proper grammar and punctuation detracted from the experience of reading the story.","the book is well presented, comes with a nice plot, the characters are nicely written, interesting and full of details. however it has many editing errors and grammar errors.",
B00FUUDP1G,product b00fuudp1g describes a story about michele's and brad's families. this story tells the truth about the money and how the parents decision about marriage. this story author clearly explains about the things happened in a real life while making decisions about the marriage and how to overcome the situation in hard time.,this is a good read about marriages of convenience and the drive to keep money in the family. the story is quick and the characters not very well developed. the female character is frustratingly oblivious but it is a memorable story.,boring characters with a basic love triangle story-line. good read to pass the time but not exciting.,
B00FVXZ57Y,"not well written and doesn't flow well. it has some good information for an experienced garlic gardener but, needs more detailed information in it for beginners.  needs helpful pictures","it is a book for guiding a garlic garden with useful information, albeit with some obvious errors.",The book contains a decent amount of useful information however it's held back by a lack of editing and the author's bland writing style.,
B00GATDL7O,This a lively soundtrack including sea shanties from a popular pirate game. There are 2 discs and 16 songs.,"the sound track for the game will not disappoint the users. it has around 16 tracks that makes the game much more fun. about half of the songs are added as fillers. overall, the sound tracks are good to listen.","disappointed that it doesn't have all the shanties on the game, so its not very long length of time to listen to them.",2 disagreements
B00GB0VRZA,The book was poorly written as its plot development seems like it was rushed. The writer didn't make any effort to make the book appealing to the readers,a relatable fast read about romance. some parts can be a bit boring but has really good details. good book to read for free.,"a quick, fast-paced read, this book boasts a whirlwind romance. though, for readers looking for more depth, the character development can be lacking.",
B00GG02SIA,"unusual writing style and unusual characters do not always make for a good read. the jarring style takes you out of the story way to often to really enjoy. it wasn't worth the time spent wading through ""this is the water"".",this book has some bad writing style and the story is like not good to read but some of them like the ending of the story,"the thriller about a serial killer stalking a swim team. written in a unique style that some find off putting, while others think it works well.",
B00GZAZX2O,the book is very interesting and different and it has a good romance story and would be interesting to see how the story continues,romance series make more interest and expectation and need to more focus on it. love story about wolf make the fantasy the reader. focus on different kind of romantic stories like interracial like that. two major genre is very important romantic and fantasy. vampire stories are more interesting and the reader like to read fantasy stories.  should be focus on editing and without grammar mistakes.,"the book is a good read and has a great price, but some points are confusing.",
B00HEWJO7W,a thrilling book that may lose it's edge towards the ending. it is well written and full of twists.,the general consensus seems to be that it is a good book with an aspect of intrigue and suspense.  most people will agree that they do not like the ending because it seems cut off and leaves you hanging.,the book is short and interesting but also ends on a cliffhanger leaving the reader guessing what's to come.,2 disagreements
B00HHH8B0U,the story itself is quite short and most people found that to either be convenient or boring. the plot was up and down and some readers considered it to be not as satisfying as they hoped.,"the book is well written, has a pleasant storyline and it's completely free. however, it is quite short and the ending lacks details.",this is a fun thriller that is a short read. the story is intense but there is little character development. it has a quick pace but the brevity will leave you wanting more.,
B00IDNLAOQ,"This story is not worth it. Some good things, but mostly bad. Should just write a whole book.","The overall theme of the reviews is positive, with most readers enjoying the story and finding it rewarding and entertaining.  Most seemed to enjoy the fact that you could choose your own ending as well.  However, a few did not enjoy it and thought it was not particularly well written.  Overall the reviews seemed to be positive and reflective of the story itself.","The author gives their take on the story of Carlos Hathcock, a US Marine sniper. The story is short, easy to read, and interesting, with the added twist of an alternate ending. It is left to the reader to decide which ending is best for them. Worth the time to read.",
B00IGK7IRO,this book is soo funny and interesting . this writer has good sense of humor. this books includes strong words. this book has full of morals and gives more self awareness. and this also has words easy to understand. gives more detailed information who are willing to buy sailboats. this seems soo entertaining. gives good details for sailors too.,this is an easy and enjoyable read that is helpful for anyone who wants to learn about sailing. predicaments experienced by the author are recalled with humor. it is also an inspiration to follow dreams.,"This book gives cruising and life advices, it's entertaining and it is not too long. However it's not made for soft-hearted people and the honesty could be a bit too much for someone. It has grammar problems and it's clear that it was not edited by a human but rather a machine.",
B00IGSMYHK,detailed and informative with lots of pictures to guide the reader. may be too beginner for some experienced planters.,the general consensus is that this is a book for beginners to get some knowledge on landscaping and how to go about it.  in general it does not go into depth on landscaping techniques.,this book is very good book it provide the information of how to design our own landscape models and designs. this book is very helpful to carry out our creativity. with the help of this book i design my own yard.,
B00IJKERAM,"An intriguing but divisive interview that you will either find revelatory or bore you to tears. Offers a good amount of insight into Hollywood, and what you discover may be something you weren't entirely prepared for. For good or for ill.","This book is a quick look at the hollywood scene and professionals made by a journalist who is incredibly honest about her thoughts and expresses them thoughout the book. It's not a book made for everyone to read, and it is pretty short.","nikki kept it short and sweet with this one. while you may not get an encyclopedia of hollywood insiders, it was entertaining and brief. a cute read. not for everyone honestly .",
B00JPJQR4U,"a creative idea using a mix of space and western in combination, although it is poorly written sometimes.",a somewhat enjoyable sci-fi novel with a lot of action. those who want thoughtful story building and well developed characters might find it a bit superficial though.,"the main character is perverted and drunk, and the story is science fiction. you can tell who the enemies are. the spaceships were futuristic.",
B00JW1R79U,"it's a short book, but it has an exciting adventure story, in addition to good characters, it holds your attention.",an adventure plot with a strong female lead. great for those looking for a fast paced action book with lots of twists and turns.,"Good fast paced story that keeps your interest but it has some errors, or details that are non-realistic. It needs more details of the culture of the location that it takes place.",
B00JX4TOLA,"Lot of the people give positive and very thrilling review about the product, it was very nice to read and give lot of thrilling to the readers about that story","The book holds your attention from start to finish. Some details are not revealed in this volume (there are 3 in total), which stirs the emotions of the most anxious.","Most users enjoyed the book, with some noting they wish the book was longer or more detailed. A lot of users dislike that the book ends in a cliffhanger, and wish the author would've continued the story in the current book.",
B00KFAT4QG,depending on who you are you will either enjoy or dislike this book.  it paints her in a positive light and seems to try to prop her up.,"the book is simple and has some nicely presented stories. however, it ignores facts and presents a lot of propaganda.",This book is definitely divisive and can be seen as a political device for some sort of gain. The book does go into detail about Hillary and her background while also touching on Bill a fair bit. Hillary is a controversial figure; as long as you are aware this is biased towards her you can still appreciate it.,2 disagreements
